"Size","Time","Standard Deviation","Standard Error","90%-CL","95%-CL"
"208","0.0673294464747111","0.00218767575674","0.00097835834096","0.0653580070919 - 0.0693008858575","0.0648144962937 - 0.0698443966557"
"209","0.06820487976074219","0.00270527334848","0.00120983502099","0.0657670036705 - 0.070642755851","0.0650948998305 - 0.071314859691"
"210","0.06885977586110432","0.00174047066961","0.000778362146019","0.0672913384854 - 0.0704282132368","0.0668589322662 - 0.070860619456"
"211","0.0680998166402181","0.00439932212706","0.00196743666621","0.0641353365877 - 0.0720642966928","0.0630423596814 - 0.0731572735991"
"212","0.06816025575002034","0.00467309447573","0.0020898713826","0.0639490638214 - 0.0723714476786","0.062788070333 - 0.073532441167"
"213","0.06907522678375244","0.00293099015574","0.00131077864592","0.0664339444064 - 0.0717165091611","0.0657057630047 - 0.0724446905628"
"214","0.07017179330190022","0.00253949705739","0.0011356976098","0.0678833076814 - 0.0724602789224","0.0672523896543 - 0.0730911969495"
"215","0.07011882464090984","0.00338040162739","0.00151176156602","0.0670725519574 - 0.0731650973244","0.066232717818 - 0.0740049314638"
"216","0.07219664255777995","0.000906942318024","0.000405596934955","0.071379345114 - 0.0730139400015","0.0711540224438 - 0.0732392626718"
"217","0.07388468583424886","0.00239788300519","0.00107236588034","0.0717238167122 - 0.0760455549563","0.07112808158 - 0.0766412900885"
"218","0.07406946023305257","0.00305013044317","0.00136405980223","0.0713208137483 - 0.0768181067178","0.0705630328814 - 0.0775758875847"
"219","0.07600899537404378","0.00446794140214","0.00199812413893","0.0719826785795 - 0.0800353121686","0.0708726537552 - 0.0811453369929"
"220","0.07516125837961833","0.00335783581237","0.00150166982675","0.0721353210389 - 0.0781871957203","0.0713010931984 - 0.0790214235609"
"221","0.07731405893961589","0.00233649967344","0.00104491441984","0.0752085058383 - 0.0794196120409","0.0746280209112 - 0.0800000969681"
"222","0.07838141918182373","0.00231645302485","0.00103594928605","0.0762939312588 - 0.0804689071048","0.0757184267634 - 0.0810444116002"
"223","0.08223930994669597","0.003176921157","0.00142076233324","0.0793764051191 - 0.0851022147742","0.0785871240987 - 0.0858914957947"
"224","0.07883493105570476","0.00225219792515","0.00100721353188","0.0768053470674 - 0.0808645150441","0.0762458062451 - 0.0814240558664"
"225","0.07985456784566243","0.00221669782868","0.000991337406101","0.0778569750187 - 0.0818521606726","0.0773062539156 - 0.0824028817757"
"226","0.08730300267537434","0.00790362028402","0.00353460644468","0.080180599711 - 0.0944254056398","0.0782170075491 - 0.0963889978017"
"227","0.0796892245610555","0.00116910477033","0.000522839547857","0.078635677581 - 0.0807427715411","0.0783452227159 - 0.0810332264062"
"228","0.0811080535252889","0.00254845122697","0.00113970203617","0.078811498792 - 0.0834046082586","0.078178356172 - 0.0840377508786"
"229","0.08154511451721191","0.000922436901905","0.000412526323523","0.0807138540203 - 0.0823763750141","0.0804846818428 - 0.0826055471916"
"230","0.07898235321044922","0.00183746480709","0.000821739242984","0.0773265088861 - 0.0806381975348","0.076870005238 - 0.0810947011829"
"231","0.09048807621002197","0.0141060779635","0.00630842984446","0.0777762849178 - 0.103199867502","0.0742717410343 - 0.106704411386"
"232","0.08833563327789307","0.0117945974601","0.00527470433759","0.0777068488861 - 0.0989644176697","0.0747765741142 - 0.101894692442"
"233","0.08218224843343098","0.00262356841787","0.0011732954652","0.0798180013156 - 0.0845464955512","0.0791661964216 - 0.0851983004452"
"234","0.08326967557271321","0.00123961085094","0.000554370825669","0.0821525915426 - 0.0843867596028","0.0818446199975 - 0.0846947311479"
"235","0.08375048637390137","0.00121630168346","0.000543946649074","0.0826544075639 - 0.0848465651839","0.0823522269977 - 0.0851487457501"
"236","0.0846861203511556","0.00202370923352","0.000905030282571","0.082862440553 - 0.0865098001493","0.0823596659452 - 0.0870125747571"
"237","0.08702520529429118","0.000598293985047","0.000267565204219","0.0864860484649 - 0.0875643621236","0.0863374070402 - 0.0877130035484"
"238","0.08497933546702068","0.00229597712444","0.00102679218501","0.0829102995456 - 0.0870483713885","0.0823398821263 - 0.0876187888078"
"239","0.08268884817759196","0.00313229618893","0.00140080544082","0.0798661574536 - 0.0855115389015","0.0790879631548 - 0.0862897332004"
"240","0.08181246121724446","0.00232668724455","0.00104052616824","0.0797157506552 - 0.0839091717793","0.0791377035487 - 0.0844872188858"
"241","0.0870815912882487","0.00325823193273","0.00145712561761","0.0841454126837 - 0.0900177698928","0.083335930642 - 0.0908272519345"
"242","0.0864855448404948","0.00288021780563","0.00128807256068","0.0838900163232 - 0.0890810733578","0.0831744489118 - 0.0897966407692"
"243","0.08485802014668782","0.00188779407706","0.000844247176765","0.083156821247 - 0.0865592190464","0.0826878136885 - 0.0870282266049"
"244","0.08696130911509196","0.00167618275416","0.000749611716205","0.0854508052462 - 0.088471812984","0.0850343708529 - 0.0888882473773"
"245","0.08561515808105469","0.00211329165019","0.000945092757221","0.0837107504586 - 0.0875195657035","0.0831857198054 - 0.0880445963567"
"246","0.08855164051055908","0.00152228740971","0.000680787625881","0.0871798205129 - 0.0899234605082","0.0868016202049 - 0.0903016608162"
"247","0.08964526653289795","0.00125963554833","0.000563326142587","0.088510137106 - 0.0907803959598","0.0881971905827 - 0.0910933424831"
"248","0.08831663926442464","0.00223682627516","0.00100033912102","0.0863009075465 - 0.0903323709824","0.0857451856895 - 0.0908880928394"
"249","0.0915985902150472","0.00114671466372","0.000512826387774","0.0905652202369 - 0.0926319601932","0.0902803280173 - 0.0929168524128"
"250","0.09240146478017171","0.00138354867346","0.000618741776806","0.0911546701697 - 0.0936482593906","0.0908109384072 - 0.0939919911532"
"251","0.08992238839467366","0.0024146603736","0.00107986894759","0.0877464002291 - 0.0920983765602","0.0871464968921 - 0.0926982798973"
"252","0.09054458141326904","0.00233598566654","0.00104468454897","0.0884394915129 - 0.0926496713136","0.0878591342867 - 0.0932300285398"
"253","0.09016517798105876","0.00276740838487","0.00123762265402","0.0876713084661 - 0.092659047496","0.0869837676661 - 0.0933465882961"
"254","0.09177815914154053","0.00312578058617","0.00139789157469","0.0889613399988 - 0.0945949782843","0.0881847644501 - 0.095371553833"
"255","0.09422365824381511","0.002752344356","0.0012308858155","0.0917433637843 - 0.0967039527033","0.0910595655235 - 0.0973877509641"
"256","0.09925933678944905","0.00114578292451","0.000512409701333","0.0982268064546 - 0.100291867124","0.0979421457183 - 0.100576527861"
"257","0.10071170330047607","0.00163646323499","0.000731848607224","0.0992369929554 - 0.102186413646","0.0988304265636 - 0.102592980037"
"258","0.09713319937388103","0.00288675889849","0.00129099782634","0.0945317763048 - 0.099734622443","0.0938145838104 - 0.100451814937"
"259","0.10015881061553955","0.00165664863181","0.000740875791113","0.0986659100583 - 0.101651711173","0.0982543287637 - 0.102063292467"
"260","0.0984040896097819","0.0032303704709","0.00144466559309","0.0954930185574 - 0.101315160662","0.0946904584762 - 0.102117720743"
"261","0.09880487124125163","0.00345229257773","0.0015439121764","0.0956938135226 - 0.10191592896","0.0948361186433 - 0.102773623839"
"262","0.10013369719187419","0.00388664999571","0.00173816271903","0.0966312152335 - 0.10363617915","0.0956656076773 - 0.104601786706"
"263","0.10382620493570964","0.0023891647749","0.00106846696922","0.101673192308 - 0.105979217563","0.101079623152 - 0.10657278672"
"264","0.09996068477630615","0.00276183226774","0.00123512893862","0.0974718402185 - 0.102449529334","0.0967856847608 - 0.103135684792"
"265","0.10221556822458903","0.00250545241732","0.0011204723839","0.0999577621708 - 0.104473374278","0.0993353022661 - 0.105095834183"
"266","0.10183632373809814","0.00247050629653","0.00110484400358","0.0996100096266 - 0.10406263785","0.0989962318102 - 0.104676415666"
"267","0.10289565722147624","0.00251672196856","0.00112551228043","0.100627695532 - 0.105163618911","0.100002435797 - 0.105788878646"
"268","0.10343929131825765","0.0017877902295","0.000799524096535","0.101828211589 - 0.105050371048","0.101384049198 - 0.105494533439"
"269","0.10661733150482178","0.00200336485881","0.000895932001607","0.104811985183 - 0.108422677827","0.104314264975 - 0.108920398035"
"270","0.10971514383951823","0.000459809163536","0.000205632909269","0.10930078358 - 0.110129504099","0.109186547618 - 0.110243740061"
"271","0.11377060413360596","0.00107888358441","0.000482491406909","0.112798360609 - 0.114742847658","0.112530320487 - 0.115010887781"
"272","0.11411293347676595","0.00193139644036","0.00086374674643","0.112372442001 - 0.115853424953","0.111892601779 - 0.116333265175"
"273","0.11355753739674886","0.00155214039137","0.000694138285145","0.112158815175 - 0.114956259619","0.111773198129 - 0.115341876665"
"274","0.11359155178070068","0.000844148038481","0.000377514479423","0.112830841843 - 0.114352261718","0.112621119917 - 0.114561983645"
"275","0.11034683386484782","0.00476237760041","0.00212980000981","0.106055183821 - 0.114638483909","0.104872008644 - 0.115821659086"
"276","0.1091443697611491","0.00146891189135","0.000656917368405","0.107820649487 - 0.110468090035","0.107455709906 - 0.110833029617"
"277","0.11755891640981038","0.00320867439145","0.00143496281139","0.114667396932 - 0.120450435888","0.113870227071 - 0.121247605749"
"278","0.12485913435618083","0.0125591450011","0.00561662039237","0.113541372575 - 0.136176896138","0.110421151992 - 0.13929711672"
"279","0.12820680936177573","0.00432448741818","0.00193396956698","0.124309767133 - 0.132103851591","0.12323538232 - 0.133178236403"
"280","0.12343605359395345","0.00271400384637","0.00121373941834","0.120990309954 - 0.125881797234","0.120316037091 - 0.126556070097"
"281","0.12457334995269775","0.00285968499473","0.00127889000849","0.121996324722 - 0.127150375183","0.121285858526 - 0.12786084138"
"282","0.12499427795410156","0.00171343802705","0.000766272780744","0.123450201234 - 0.126538354674","0.123024511062 - 0.126964044846"
"283","0.12476853529612224","0.00115975836411","0.000518659707923","0.123723410896 - 0.125813659697","0.123435278072 - 0.126101792521"
"284","0.1260457436243693","0.00304102339501","0.00135998700648","0.12330530402 - 0.128786183229","0.122549785727 - 0.129541701521"
"285","0.1259820063908895","0.00162912057358","0.000728564869214","0.124513912937 - 0.127450099845","0.124109170771 - 0.12785484201"
"286","0.1284099022547404","0.00129299211955","0.000578243654737","0.127244713319 - 0.12957509119","0.126923479619 - 0.129896324891"
"287","0.12883981068929037","0.00100008680119","0.000447252414171","0.12793857544 - 0.129741045939","0.127690111757 - 0.129989509622"
"288","0.12914391358693442","0.00223640128219","0.00100014905839","0.127128564854 - 0.131159262319","0.126572948584 - 0.13171487859"
"289","0.13077930609385172","0.00298685048974","0.00133576014674","0.128087684784 - 0.133470927404","0.127345625323 - 0.134212986865"
"290","0.1303535302480062","0.00209417833889","0.000936545024555","0.12846634672 - 0.132240713776","0.127946064619 - 0.132760995877"
"291","0.13558797041575113","0.00496442046507","0.00222015632576","0.131114248024 - 0.140061692807","0.12988087689 - 0.141295063941"
"292","0.14208761850992838","0.0027802542972","0.00124336752066","0.139582172811 - 0.144593064209","0.138891440545 - 0.145283796475"
"293","0.13287111123402914","0.00306103937592","0.00136893842527","0.130112634088 - 0.13562958838","0.129352142983 - 0.136390079485"
"294","0.1360034942626953","0.00879464282591","0.00393308383931","0.128078140073 - 0.143928848453","0.125893180383 - 0.146113808142"
"295","0.13488463560740152","0.00398066308695","0.00178020665159","0.131297433091 - 0.138471838124","0.130308468723 - 0.139460802491"
"296","0.13196039199829102","0.00577269530463","0.00258162782291","0.126758287055 - 0.137162496942","0.125324106408 - 0.138596677589"
"297","0.14324827988942465","0.0051871657421","0.00231977104198","0.138573829026 - 0.147922730753","0.137285118584 - 0.149211441195"
"298","0.1433262825012207","0.00555950843178","0.00248628775499","0.138316292407 - 0.148336272596","0.136935076358 - 0.149717488645"
"299","0.13891534010569254","0.00420047815664","0.00187851093925","0.135130049695 - 0.142700630517","0.134086474005 - 0.143744206206"
"300","0.13732914129892984","0.00544180203784","0.00243364785534","0.132425223148 - 0.142233059449","0.131073250325 - 0.143585032273"
"301","0.14603559176127115","0.00707602874015","0.00316449625474","0.139658978733 - 0.15241220479","0.137900995167 - 0.154170188356"
"302","0.14760025342305502","0.00675232782886","0.00301973280634","0.141515345746 - 0.1536851611","0.13983778312 - 0.155362723726"
"303","0.15042702356974283","0.00827267412603","0.0036996523403","0.142972045142 - 0.157882001998","0.140916764462 - 0.159937282678"
"304","0.1441012223561605","0.0024685481681","0.00110396830192","0.141876672826 - 0.146325771886","0.141263381491 - 0.146939063221"
