"Size","Time","Standard Deviation","Standard Error","90%-CL","95%-CL"
"436","0.29283671379089354","0.00543527142945","0.00271763571472","0.28704313084 - 0.298630296742","0.285291347413 - 0.300382080169"
"437","0.2976831912994385","0.00211943331874","0.00105971665937","0.29542403775 - 0.299942344849","0.294740946168 - 0.300625436431"
"438","0.2948901653289795","0.00334693440547","0.00167346720273","0.291322589659 - 0.298457740999","0.290243875505 - 0.299536455153"
"439","0.29846739768981934","0.00486552449486","0.00243276224743","0.293281121323 - 0.303653674057","0.291712966856 - 0.305221828524"
"440","0.3056946754455566","0.00356214819905","0.00178107409953","0.301897698359 - 0.309491652532","0.30074962098 - 0.310639729911"
"441","0.30832633972167967","0.00467240193584","0.00233620096792","0.303345917208 - 0.313306762236","0.30184000598 - 0.314812673464"
"442","0.30975894927978515","0.00510972724303","0.00255486362152","0.304312371492 - 0.315205527068","0.302665510683 - 0.316852387876"
"443","0.31003785133361816","0.00335161201489","0.00167580600745","0.30646528969 - 0.313610412977","0.305385067947 - 0.31469063472"
"444","0.3059366703033447","0.00475656491718","0.00237828245859","0.300866536499 - 0.311006804108","0.299333499612 - 0.312539840994"
"445","0.3038656234741211","0.00776284644766","0.00388142322383","0.295591023867 - 0.312140223081","0.293089064963 - 0.314642181985"
"446","0.3058159828186035","0.00651022807336","0.00325511403668","0.298876578437 - 0.312755387201","0.296778337385 - 0.314853628253"
"447","0.3055262088775635","0.00584906229826","0.00292453114913","0.29929155656 - 0.311760861195","0.297406408684 - 0.313646009072"
"448","0.30701298713684083","0.00782303944151","0.00391151972076","0.29867422641 - 0.315351747864","0.296152867354 - 0.317873106919"
"449","0.30801968574523925","0.00802675086887","0.00401337543443","0.299463784243 - 0.316575587247","0.296876769165 - 0.319162602325"
"450","0.3140974998474121","0.0144587321489","0.00722936607445","0.298685599051 - 0.329509400644","0.294025561796 - 0.334169437898"
"451","0.30805339813232424","0.00707205016799","0.003536025084","0.300515134438 - 0.315591661826","0.298235818596 - 0.317870977669"
"452","0.3147598743438721","0.00475599616755","0.00237799808377","0.309690346783 - 0.319829401905","0.308157493204 - 0.321362255484"
"453","0.3137951850891113","0.00721622658093","0.00360811329047","0.306103240384 - 0.321487129794","0.303777456605 - 0.323812913573"
"454","0.3169132709503174","0.0105441481047","0.00527207405235","0.305674016851 - 0.32815252505","0.302275646753 - 0.331550895147"
"455","0.31574130058288574","0.00536489515726","0.00268244757863","0.310022733346 - 0.321459867819","0.308293632133 - 0.323188969033"
"456","0.3157639026641846","0.00773722482937","0.00386861241469","0.30751661374 - 0.324011191589","0.305022912662 - 0.326504892667"
"457","0.31937899589538576","0.00662947142217","0.00331473571109","0.312312487239 - 0.326445504552","0.310175814155 - 0.328582177635"
"458","0.325990629196167","0.00596659694942","0.00298329847471","0.319630693945 - 0.332350564447","0.317707664749 - 0.334273593644"
"459","0.3275623798370361","0.00574681202866","0.00287340601433","0.321436718474 - 0.3336880412","0.319584525773 - 0.335540233901"
"460","0.33529062271118165","0.0108671392725","0.00543356963624","0.323707084771 - 0.346874160651","0.320204614891 - 0.350376630531"
"461","0.3356289863586426","0.00575773078953","0.00287886539476","0.329491686433 - 0.341766286284","0.327635974625 - 0.343621998092"
"462","0.3399552822113037","0.00641801972533","0.00320900986266","0.333114164864 - 0.346796399558","0.331045642486 - 0.348864921937"
"463","0.3408205986022949","0.00524801377243","0.00262400688621","0.335226617968 - 0.346414579237","0.333535187527 - 0.348106009678"
"464","0.33928842544555665","0.00331767652638","0.00165883826319","0.335752036433 - 0.342824814458","0.334682752069 - 0.343894098822"
"465","0.34763588905334475","0.00746794286919","0.0037339714346","0.339675634069 - 0.355596144038","0.337268722341 - 0.358003055766"
"466","0.34766764640808107","0.00131687040142","0.000658435200709","0.346263963445 - 0.349071329371","0.345839537218 - 0.349495755598"
"467","0.3452960968017578","0.00524606739385","0.00262303369693","0.339704190858 - 0.350888002746","0.338013387733 - 0.35257880587"
"468","0.33509178161621095","0.0107148330323","0.00535741651615","0.32367059046 - 0.346512972772","0.320217208753 - 0.349966354479"
"469","0.34031853675842283","0.00386097216108","0.00193048608054","0.336203036221 - 0.344434037296","0.334958648129 - 0.345678425387"
"470","0.33620896339416506","0.00804395851193","0.00402197925597","0.327634719863 - 0.344783206926","0.325042158776 - 0.347375768013"
"471","0.33725705146789553","0.00945368974092","0.00472684487046","0.327180142445 - 0.347333960491","0.324133226164 - 0.350380876772"
"472","0.3390673637390137","0.00527628932508","0.00263814466254","0.333443243531 - 0.344691483947","0.331742699904 - 0.346392027574"
"473","0.3509552478790283","0.0149732227108","0.0074866113554","0.334994939558 - 0.3669155562","0.330169082427 - 0.371741413331"
"474","0.34189615249633787","0.0114469272643","0.00572346363217","0.329694604974 - 0.354097700019","0.32600526991 - 0.357787035083"
"475","0.3405393123626709","0.00486905213913","0.00243452606956","0.335349275797 - 0.345729348928","0.333779984373 - 0.347298640352"
"476","0.3433856964111328","0.00757873069776","0.00378936534888","0.335307350089 - 0.351464042733","0.332864731536 - 0.353906661286"
"477","0.3433824062347412","0.00895150154486","0.00447575077243","0.333840791356 - 0.352924021113","0.330955729911 - 0.355809082559"
"478","0.35454812049865725","0.00958732254686","0.00479366127343","0.344328769142 - 0.364767471855","0.34123878312 - 0.367857457877"
"479","0.355387020111084","0.00514060916246","0.00257030458123","0.349907524563 - 0.36086651566","0.348250710538 - 0.362523329685"
"480","0.35573539733886717","0.0117699186913","0.00588495934567","0.3431895657 - 0.368281228978","0.339396130769 - 0.372074663908"
"481","0.34794039726257325","0.00865173825564","0.00432586912782","0.338718307086 - 0.357162487439","0.335929859097 - 0.359950935428"
"482","0.3544159889221191","0.00752761511472","0.00376380755736","0.346392127895 - 0.362439849949","0.343965983853 - 0.364865993992"
"483","0.35791597366333006","0.00417517000649","0.00208758500324","0.353465562293 - 0.362366385033","0.352119908499 - 0.363712038827"
"484","0.37422027587890627","0.0244277322117","0.0122138661059","0.348182184733 - 0.400258367024","0.340309147114 - 0.408131404644"
"485","0.3620923519134521","0.00729567168184","0.00364783584092","0.354315724817 - 0.36986897901","0.351964335948 - 0.372220367879"
"486","0.4214047908782959","0.0462094686476","0.0231047343238","0.372149037376 - 0.47066054438","0.357255764358 - 0.485553817399"
"487","0.43956665992736815","0.116588607768","0.0582943038838","0.315292135822 - 0.563841184032","0.277715725248 - 0.601417594607"
"488","0.36464953422546387","0.0059831307803","0.00299156539015","0.358271975177 - 0.371027093274","0.356343617141 - 0.37295545131"
"489","0.38255977630615234","0.0179334983967","0.00896674919835","0.363444040889 - 0.401675511724","0.357664089385 - 0.407455463227"
"490","0.37630157470703124","0.00393261930733","0.00196630965366","0.372109703801 - 0.380493445613","0.370842223894 - 0.38176092552"
"491","0.366916561126709","0.0122447950698","0.00612239753492","0.353864547648 - 0.379968574606","0.349918060459 - 0.383915061795"
"492","0.3621993541717529","0.00646836444841","0.00323418222421","0.355304573207 - 0.369094135137","0.353219824766 - 0.371178883577"
"493","0.3702696323394775","0.00474775890846","0.00237387945423","0.365208885066 - 0.375330379613","0.363678686348 - 0.376860578331"
"494","0.39388561248779297","0.0494088446185","0.0247044223093","0.341219569303 - 0.446551655673","0.32529514009 - 0.462476084885"
"495","0.4069990158081055","0.0517256717533","0.0258628358766","0.351863412388 - 0.462134619228","0.335192271732 - 0.478805759884"
"496","0.40523324012756345","0.0448968766066","0.0224484383033","0.357376609185 - 0.45308987107","0.342906383481 - 0.467560096774"
"497","0.44032750129699705","0.0586750210539","0.0293375105269","0.377784423908 - 0.502870578686","0.358873513796 - 0.521781488798"
"498","0.3996222496032715","0.00666027139725","0.00333013569862","0.392522910533 - 0.406721588674","0.390376310643 - 0.408868188563"
"499","0.41028437614440916","0.0124024823999","0.00620124119994","0.397064280052 - 0.423504472237","0.393066970369 - 0.42750178192"
