"Size","Time","Standard Deviation","Standard Error","90%-CL","95%-CL"
"59","0.005632209777832031","0.000117311574184","5.86557870918e-05","0.00550716462691 - 0.00575725492875","0.00546935520487 - 0.00579506435079"
"60","0.005689668655395508","0.000131273139748","6.56365698742e-05","0.00554974154517 - 0.00582959576562","0.00550743232225 - 0.00587190498854"
"61","0.005776166915893555","2.90874574979e-05","1.45437287489e-05","0.00574516191457 - 0.00580717191722","0.0057357870514 - 0.00581654678039"
"62","0.005997133255004883","6.55754948107e-05","3.27877474053e-05","0.00592723480123 - 0.00606703170878","0.00590609987421 - 0.0060881666358"
"63","0.0061378002166748045","0.000121930664621","6.09653323104e-05","0.00600783146922 - 0.00626776896413","0.00596853331819 - 0.00630706711515"
"64","0.006730556488037109","0.000331037890993","0.000165518945496","0.00637769545683 - 0.00708341751924","0.006271002222 - 0.00719011075408"
"65","0.006782627105712891","0.000211211174729","0.000105605587364","0.0065574921742 - 0.00700776203723","0.00648941898959 - 0.00707583522183"
"66","0.0071178913116455075","0.000114957181412","5.74785907058e-05","0.00699535576305 - 0.00724042686024","0.00695830515983 - 0.00727747746346"
"67","0.006984186172485351","3.79930011467e-05","1.89965005733e-05","0.00694368854388 - 0.00702468380109","0.00693144343145 - 0.00703692891352"
"68","0.007239627838134766","8.64823294104e-05","4.32411647052e-05","0.00714744430034 - 0.00733181137593","0.00711957111805 - 0.00735968455822"
"69","0.007345247268676758","4.53199541327e-05","2.26599770664e-05","0.0072969396695 - 0.00739355486785","0.00728233308627 - 0.00740816145109"
"70","0.007636356353759766","7.75621333976e-05","3.87810666988e-05","0.00755368106154 - 0.00771903164598","0.00752868285095 - 0.00774402985657"
"71","0.007904434204101562","0.000101133283085","5.05666415424e-05","0.00779663387209 - 0.00801223453612","0.0077640386997 - 0.0080448297085"
"72","0.008698368072509765","0.000818588428547","0.000409294214273","0.00782581551919 - 0.00957092062583","0.0075619851547 - 0.00983475099032"
"73","0.009680652618408203","0.00126038750597","0.000630193752984","0.00833717609449 - 0.0110241291423","0.00793095425761 - 0.0114303509792"
"74","0.008763265609741212","0.000117393531553","5.86967657763e-05","0.00863813309855 - 0.00888839812094","0.00860029726171 - 0.00892623395777"
"75","0.008956336975097656","0.000120879639762","6.0439819881e-05","0.00882748853962 - 0.00908518541058","0.00878852913303 - 0.00912414481717"
"76","0.009228181838989259","0.000179596548882","8.97982744408e-05","0.00903674567665 - 0.00941961800133","0.00897886185946 - 0.00947750181852"
"77","0.010260200500488282","0.000879181919642","0.000439590959821","0.00932305992769 - 0.0111973410733","0.0090397003318 - 0.0114807006692"
"78","0.009659481048583985","0.000109902989808","5.49514949039e-05","0.00954233288104 - 0.00977662921612","0.00950691123953 - 0.00981205085763"
"79","0.010226678848266602","0.000440433201137","0.000220216600568","0.00975721079715 - 0.0106961468994","0.00961525954554 - 0.010838098151"
"80","0.011590242385864258","0.000778314433353","0.000389157216676","0.0107606188261 - 0.0124198659457","0.0105097687365 - 0.0126707160353"
"81","0.011315727233886718","0.000590878101395","0.000295439050698","0.0106858964446 - 0.0119455580232","0.0104954569277 - 0.0121359975401"
"82","0.011049604415893555","0.00125428472442","0.000627142362212","0.00971263298957 - 0.0123865758422","0.00930837807407 - 0.0127908307577"
"83","0.010888957977294922","0.000196885745038","9.84428725192e-05","0.0106790928564 - 0.0110988230982","0.0106156367457 - 0.0111622792088"
"84","0.011145210266113282","0.000159723480234","7.98617401172e-05","0.0109749572725 - 0.0113154632597","0.0109234785287 - 0.0113669420036"
"85","0.011691570281982422","0.000318600059507","0.000159300029754","0.0113519670263 - 0.0120311735377","0.0112492824941 - 0.0121338580698"
"86","0.012117528915405273","0.00130723272898","0.000653616364491","0.0107241189725 - 0.0135109388583","0.0103027989595 - 0.0139322588713"
"87","0.011831235885620118","0.00011091137998","5.54556899899e-05","0.0117130128514 - 0.0119494589198","0.0116772662066 - 0.0119852055646"
"88","0.011830425262451172","0.000264765849142","0.000132382924571","0.0115482051508 - 0.0121126453741","0.0114628713395 - 0.0121979791854"
"89","0.01281285285949707","0.000727797493368","0.000363898746684","0.0120370764876 - 0.0135886292313","0.0118025079655 - 0.0138231977535"
"90","0.013742876052856446","0.00110560248904","0.000552801244518","0.012564388499 - 0.0149213636067","0.0122080537434 - 0.0152776983623"
"91","0.012743425369262696","0.000292037842135","0.000146018921068","0.0124321354024 - 0.0130547153362","0.0123380118506 - 0.0131488388879"
"92","0.013428974151611327","0.000188201676355","9.41008381776e-05","0.0132283655826 - 0.0136295827206","0.0131677083401 - 0.0136902399632"
"93","0.015031051635742188","0.00216788965989","0.00108394482994","0.0127202473389 - 0.0173418559326","0.0120215383183 - 0.0180405649531"
"94","0.013687705993652344","7.59738824712e-05","3.79869412356e-05","0.0136067236552 - 0.0137686883321","0.0135822373366 - 0.0137931746507"
"95","0.013953733444213866","7.738795308e-05","3.869397654e-05","0.0138712438149 - 0.0140362230736","0.0138463017424 - 0.014061165146"
"96","0.014299488067626953","0.000706137867931","0.000353068933965","0.0135467991972 - 0.0150521769381","0.0133192115541 - 0.0152797645811"
"97","0.015111970901489257","0.0014079797382","0.000703989869098","0.013611172365 - 0.016612769438","0.0131573816753 - 0.0170665601277"
"98","0.014869785308837891","9.72536943059e-05","4.86268471529e-05","0.0147661203212 - 0.0149734502964","0.0147347755371 - 0.0150047950806"
"99","0.017327022552490235","0.00266740771922","0.00133370385961","0.0144837702721 - 0.0201702748329","0.0136240669997 - 0.0210299781053"
"100","0.01544656753540039","0.000296510542438","0.000148255271219","0.0151305100126 - 0.0157626250582","0.0150349449133 - 0.0158581901575"
"101","0.01640162467956543","0.000344464885825","0.000172232442912","0.0160344515005 - 0.0167687978586","0.0159234307565 - 0.0168798186026"
"102","0.017178153991699217","0.00111362860176","0.000556814300881","0.0159911112166 - 0.0183651967668","0.0156321896515 - 0.0187241183319"
"103","0.01672534942626953","0.00021143732801","0.000105718664005","0.0164999734327 - 0.0169507254199","0.0164318273591 - 0.0170188714935"
"104","0.01735553741455078","0.000694631695113","0.000347315847556","0.0166151132428 - 0.0180959615863","0.0163912340296 - 0.0183198407995"
"105","0.01793560981750488","0.00129295426934","0.000646477134669","0.0165574196188 - 0.0193138000163","0.0161407015413 - 0.0197305180937"
"106","0.017735719680786133","0.000231235983953","0.000115617991976","0.0174892398367 - 0.0179821995248","0.0174147126729 - 0.0180567266887"
"107","0.01810488700866699","0.000170271371783","8.51356858913e-05","0.0179233907707 - 0.0182863832466","0.0178685124503 - 0.018341261567"
"108","0.020348453521728517","0.002663004609","0.0013315023045","0.0175098946195 - 0.0231870124239","0.0166516104658 - 0.0240452965776"
"109","0.01866917610168457","0.000164044900873","8.20224504367e-05","0.0184943168047 - 0.0188440353986","0.0184414452707 - 0.0188969069327"
"110","0.018645715713500977","9.37895659918e-05","4.68947829959e-05","0.0185457432213 - 0.0187456882057","0.0185155149228 - 0.0187759165042"
"111","0.023448991775512695","0.00236193606788","0.00118096803394","0.0209313488735 - 0.0259666346775","0.0201700988583 - 0.0267278846927"
"112","0.020455694198608397","0.000710359577874","0.000355179788937","0.0196985053088 - 0.0212128830884","0.0194695570121 - 0.0214418313851"
"113","0.02028040885925293","0.000353260115718","0.000176630057859","0.0199038606389 - 0.0206569570796","0.0197900051997 - 0.0207708125188"
"114","0.020879173278808595","0.00104991943966","0.000524959719831","0.0197600395898 - 0.0219983069679","0.0194216514343 - 0.0223366951234"
"115","0.021216106414794923","0.000463537676375","0.000231768838188","0.0207220107631 - 0.0217102020665","0.0205726129585 - 0.0218595998711"
"116","0.021558809280395507","0.000963141082356","0.000481570541178","0.0205321746722 - 0.0225854438886","0.0202217551085 - 0.0228958634523"
"117","0.02083454132080078","0.00028885103474","0.00014442551737","0.0205266482465 - 0.0211424343951","0.0204335518 - 0.0212355308416"
"118","0.022731685638427736","0.0023217603226","0.0011608801613","0.020256867003 - 0.0252065042738","0.0195085655969 - 0.02595480568"
"119","0.02304534912109375","0.000828317523674","0.000414158761837","0.0221624260977 - 0.0239282721445","0.021895460054 - 0.0241952381882"
"120","0.024566793441772462","0.00109180304219","0.000545901521097","0.0234030150411 - 0.0257305718424","0.0230511278356 - 0.0260824590479"
"121","0.024598455429077147","0.000581588834567","0.000290794417284","0.0239785262866 - 0.0252183845716","0.0237910806926 - 0.0254058301656"
"122","0.023212575912475587","0.000293886140989","0.000146943070494","0.0228993158006 - 0.0235258360243","0.0228045965437 - 0.0236205552813"
"123","0.024057865142822266","0.000994508980546","0.000497254490273","0.0229977947582 - 0.0251179355274","0.0226772653473 - 0.0254384649384"
"124","0.024692392349243163","0.00119933971315","0.000599669856576","0.0234139880956 - 0.0259707966028","0.0230274419112 - 0.0263573427873"
"125","0.02432360649108887","0.000288425415449","0.000144212707724","0.0240161670943 - 0.0246310458879","0.0239232078246 - 0.0247240051576"
"126","0.024962329864501955","0.000487639183856","0.000243819591928","0.0244425438522 - 0.0254821158768","0.0242853781519 - 0.0256392815771"
"127","0.025061321258544923","0.000490086202465","0.000245043101233","0.0245389269119 - 0.0255837156052","0.0243809725396 - 0.0257416699775"
"128","0.025412225723266603","0.000728084600869","0.000364042300435","0.0246361433168 - 0.0261883081297","0.0244014822601 - 0.0264229691864"
"129","0.027568674087524413","0.000577347326597","0.000288673663299","0.0269532660676 - 0.0281840821075","0.0267671875081 - 0.028370160667"
"130","0.02688603401184082","0.00138774695183","0.000693873475915","0.0254068020756 - 0.0283652659481","0.024959532396 - 0.0288125356277"
"131","0.02648611068725586","0.00023265575419","0.000116327877095","0.0262381174769 - 0.0267341038976","0.0261631327223 - 0.0268090886522"
"132","0.027152585983276366","0.00102772612597","0.000513863062983","0.0260571086664 - 0.0282480633001","0.0257258733973 - 0.0285792985692"
"133","0.028232049942016602","0.000327198813169","0.000163599406584","0.0278832810737 - 0.0285808188104","0.0277778251704 - 0.0286862747136"
"134","0.027474641799926758","0.000300387994956","0.000150193997478","0.0271544512098 - 0.02779483239","0.0270576364108 - 0.0278916471891"
"135","0.027828693389892578","0.000671681798496","0.000335840899248","0.0271127320498 - 0.02854465473","0.0268962495691 - 0.0287611372107"
"136","0.03053879737854004","0.000887626920228","0.000443813460114","0.0295926550821 - 0.031484939675","0.0293065736696 - 0.0317710210875"
"137","0.0294464111328125","0.000585520254745","0.000292760127372","0.0288222913976 - 0.0300705308681","0.0286335787102 - 0.0302592435555"
"138","0.02897963523864746","0.000273261251269","0.000136630625635","0.0286883596792 - 0.0292709107981","0.0286002878069 - 0.0293589826704"
"139","0.03056960105895996","0.0011375948505","0.000568797425248","0.0293570120987 - 0.0317821900192","0.0289903662318 - 0.0321488358861"
"140","0.032126665115356445","0.00151781211086","0.000758906055432","0.0305087936837 - 0.033744536547","0.0300196041124 - 0.0342337261183"
"141","0.03308095932006836","0.00126143851907","0.000630719259536","0.0317363624967 - 0.0344255561434","0.0313298019192 - 0.034832116721"
"142","0.03174443244934082","0.00098970042482","0.00049485021241","0.0306894876168 - 0.0327993772819","0.0303705079993 - 0.0331183568994"
"143","0.032146024703979495","0.000733511633704","0.000366755816852","0.0313641574963 - 0.0329278919117","0.0311277473115 - 0.0331643020965"
"144","0.03302698135375977","0.000677217411002","0.000338608705501","0.0323051194748 - 0.0337488432327","0.0320868528708 - 0.0339671098367"
"145","0.0327913761138916","0.0002702764162","0.0001351382081","0.0325032821599 - 0.0330794700679","0.0324161722975 - 0.0331665799303"
"146","0.03343343734741211","0.000873172038316","0.000436586019158","0.0325027028477 - 0.0343641718471","0.0322212802315 - 0.0346455944633"
"147","0.03342204093933106","0.00047448247789","0.000237241238945","0.0329162789677 - 0.033927802911","0.0327633536627 - 0.034080728216"
"148","0.03543539047241211","0.00108726198385","0.000543630991923","0.034276452492 - 0.0365943284528","0.0339260288659 - 0.036944752079"
"149","0.034396791458129884","0.000748925343829","0.000374462671914","0.0335984944163 - 0.0351950885","0.0333571164056 - 0.0354364665106"
"150","0.033078336715698244","0.00182465530627","0.000912327653134","0.0311333939448 - 0.0350232794866","0.0305453090688 - 0.0356113643626"
"151","0.037111759185791016","0.00145976273786","0.000729881368928","0.0355557639387 - 0.0386677544329","0.0350852836317 - 0.0391382347399"
"152","0.036029911041259764","0.000180762834729","9.03814173646e-05","0.0358372317076 - 0.036222590375","0.0357789719974 - 0.0362808500851"
"153","0.03755340576171875","0.000561176372092","0.000280588186046","0.0369552347404 - 0.038151576783","0.036774368066 - 0.0383324434574"
"154","0.036933517456054686","0.000712190251456","0.000356095125728","0.0361743772084 - 0.0376926577037","0.0359448388872 - 0.0379221960249"
"155","0.03729257583618164","0.00147908106992","0.000739540534961","0.0357159887271 - 0.0388691629453","0.0352392821378 - 0.0393458695346"
"156","0.03981904983520508","0.00185632640404","0.000928163202018","0.0378403481004 - 0.04179775157","0.0372420556561 - 0.0423960440143"
"157","0.03897356986999512","0.00105398721415","0.000526993607076","0.037850100245 - 0.040097039495","0.0375104010492 - 0.0404367386908"
"158","0.03737235069274902","0.000548631291347","0.000274315645673","0.0367875517664 - 0.037957149619","0.036610728361 - 0.0381339730245"
"159","0.04163293838500977","0.00130184389409","0.000650921947045","0.0402452725273 - 0.0430206042427","0.0398256893313 - 0.0434401874387"
"160","0.03983302116394043","0.00166663079871","0.000833315399354","0.038056520412 - 0.0416095219159","0.0375193667023 - 0.0421466756256"
"161","0.0392857551574707","0.00073184798029","0.000365923990145","0.0385056612769 - 0.0400658490381","0.0382697872862 - 0.0403017230288"
"162","0.044402265548706056","0.00212170094793","0.00106085047396","0.0421406948803 - 0.0466638362171","0.0414568724429 - 0.0473476586545"
"163","0.04140634536743164","0.000979834545088","0.000489917272544","0.0403619168068 - 0.042450773928","0.0400461169541 - 0.0427665737807"
"164","0.04083538055419922","0.000547978328647","0.000273989164323","0.0402512776361 - 0.0414194834723","0.04007466468 - 0.0415960964284"
"165","0.04456334114074707","0.00201847236365","0.00100923618182","0.0424118042349 - 0.0467148780466","0.0417612522837 - 0.0473654299978"
"166","0.04312167167663574","0.00149704316895","0.000748521584475","0.041525938346 - 0.0447174050073","0.0410434425873 - 0.045199900766"
"167","0.04362974166870117","0.00120514320622","0.000602571603108","0.0423451513361 - 0.0449143320013","0.0419567346907 - 0.0453027486467"
"168","0.0478003978729248","0.00333103883675","0.00166551941838","0.0442497656616 - 0.0513510300842","0.0431761746362 - 0.0524246211097"
"169","0.044052934646606444","0.0010073291857","0.00050366459285","0.0429791989055 - 0.0451266703877","0.0426545375531 - 0.0454513317401"
"170","0.045441198348999026","0.00184102748365","0.000920513741826","0.0434788040913 - 0.0474035926067","0.0428854424762 - 0.0479969542218"
"171","0.04571981430053711","0.000362882238064","0.000181441119032","0.0453330096349 - 0.0461066189661","0.0452160529937 - 0.0462235756074"
"172","0.0440093994140625","0.000966134161146","0.000483067080573","0.0429795744132 - 0.045039224415","0.0426681901827 - 0.0453506086454"
"173","0.048339319229125974","0.00127816843242","0.000639084216211","0.0469768895998 - 0.0497017488585","0.0465649369852 - 0.050113701473"
"174","0.04699749946594238","0.00151575802552","0.00075787901276","0.0453818175319 - 0.0486131813999","0.0448932899906 - 0.0491017089413"
"175","0.05149984359741211","0.00213543370941","0.0010677168547","0.0492236348573 - 0.0537760523375","0.0485353863624 - 0.0544643008324"
"176","0.04867424964904785","0.000869546121599","0.000434773060799","0.0477473800988 - 0.0496011191993","0.0474671261125 - 0.0498813731856"
"177","0.048648834228515625","0.00302422064847","0.00151211032423","0.0454252467008 - 0.0518724217563","0.0444505429203 - 0.0528471255368"
"178","0.05159330368041992","0.00190620138713","0.000953100693566","0.0495614390346 - 0.0536251683263","0.048947071925 - 0.0542395354358"
"179","0.0509282112121582","0.000972381487762","0.000486190743881","0.0498917270397 - 0.0519646953846","0.0495783293011 - 0.0522780931232"
"180","0.04937758445739746","0.00187265068547","0.000936325342735","0.0473814822892 - 0.0513736866256","0.0467779285427 - 0.0519772403721"
"181","0.05436134338378906","0.00335480048196","0.00167740024098","0.050785383079 - 0.0579373036885","0.0497041336953 - 0.0590185530723"
"182","0.05239901542663574","0.00315787976738","0.00157893988369","0.0490329575177 - 0.0557650733356","0.0480151755152 - 0.0567828553381"
"183","0.05286493301391602","0.0010777397099","0.000538869854948","0.0517161450481 - 0.0540137209797","0.0513687904428 - 0.054361075585"
"184","0.0561882495880127","0.00159650296493","0.000798251482465","0.0544864997344 - 0.0578899994416","0.0539719481668 - 0.0584045510092"
"185","0.05447640419006348","0.00124838555807","0.000624192779034","0.0531457208231 - 0.055807087557","0.052743367204 - 0.0562094411761"
"186","0.05320186614990234","0.000560752356074","0.000280376178037","0.0526041470972 - 0.0537995852026","0.0524234170828 - 0.053980315217"
"187","0.05813045501708984","0.00134278064592","0.000671390322959","0.0566991537181 - 0.0595617563161","0.0562663766412 - 0.0599945333929"
"188","0.05404782295227051","0.00135187672069","0.000675938360347","0.0526068259344 - 0.0554888199702","0.0521711172003 - 0.0559245287043"
"189","0.05603156089782715","0.00181859691318","0.000909298456589","0.0540930759099 - 0.0579700458858","0.0535069436489 - 0.0585561781468"
"190","0.058312845230102536","0.00198494961781","0.000992474808905","0.0561970410032 - 0.060428649457","0.0555572934049 - 0.0610683970553"
"191","0.056424951553344725","0.00040434142295","0.000202170711475","0.0559939545728 - 0.0568559485339","0.0558636356711 - 0.0569862674356"
"192","0.05881309509277344","0.00297023469587","0.00148511734794","0.0556470524547 - 0.0619791377309","0.0546897483015 - 0.0629364418841"
"193","0.059268617630004884","0.00211433770973","0.00105716885487","0.0570148956094 - 0.0615223396506","0.0563334463375 - 0.0622037889225"
"194","0.05903959274291992","0.00210573454579","0.00105286727289","0.056795041036 - 0.0612841444498","0.0561163645567 - 0.0619628209292"
"195","0.05861654281616211","0.00152791628272","0.000763958141362","0.0569879011114 - 0.0602451845209","0.056495454974 - 0.0607376306583"
"196","0.0620389461517334","0.00232735877444","0.00116367938722","0.0595581599956 - 0.0645197323079","0.0588080542131 - 0.0652698380904"
"197","0.06239581108093262","0.00180785581001","0.000903927905004","0.0604687752861 - 0.0643228468758","0.0598861048736 - 0.0649055172882"
"198","0.06695737838745117","0.00541197341733","0.00270598670867","0.0611886293322 - 0.0727261274427","0.0594443548354 - 0.0744704019395"
"199","0.06256566047668458","0.000671148555952","0.000335574277976","0.0618502675323 - 0.0632810534211","0.0616339569152 - 0.0634973640382"
"200","0.06342129707336426","0.00115376176823","0.000576880884114","0.0621914754174 - 0.0646511187294","0.0618196189664 - 0.0650229751803"
"201","0.06361198425292969","0.0021147402134","0.0010573701067","0.0613578331943 - 0.0658661353116","0.0606762541958 - 0.0665477143101"
"202","0.06446361541748047","0.000684404856551","0.000342202428275","0.0637340922722 - 0.0651931385628","0.0635135091605 - 0.0654137216745"
"203","0.06522717475891113","0.00105632821605","0.000528164108027","0.0641012098052 - 0.0663531397126","0.0637607561064 - 0.0666935934114"
"204","0.06528739929199219","0.000983801422821","0.000491900711411","0.0642387423436 - 0.0663360562403","0.0639216639696 - 0.0666531346144"
"205","0.06643090248107911","0.00147653031884","0.000738265159419","0.0648570342772 - 0.068004770685","0.0643811497929 - 0.0684806551693"
"206","0.0677485466003418","0.00118862238196","0.000594311190981","0.0664815662007 - 0.0690155269999","0.0660984742032 - 0.0693986189975"
"207","0.06829333305358887","0.000931580160378","0.000465790080189","0.0673003399704 - 0.0692863261368","0.0670000924654 - 0.0695865736418"
"208","0.06868147850036621","0.000827156775058","0.000413578387529","0.0677997927461 - 0.0695631642547","0.0675332008107 - 0.06982975619"
"209","0.07145299911499023","0.00316239502877","0.00158119751438","0.0680821282833 - 0.0748238699467","0.0670628910158 - 0.0758431072142"
