"Size","Time","Standard Deviation","Standard Error","90%-CL","95%-CL"
"209","0.06340444803237916","0.00201496809165","0.000202511912864","0.0630681990433 - 0.0637406970215","0.063002620462 - 0.0638062756028"
"210","0.06395360708236694","0.00249089017888","0.000250343882343","0.0635379383142 - 0.0643692758506","0.0634568705073 - 0.0644503436574"
"211","0.06531005144119263","0.00217491648143","0.000218587330886","0.0649471109702 - 0.0656729919122","0.0648763267539 - 0.0657437761285"
"212","0.064970383644104","0.00195549648097","0.000196534791098","0.0646440590151 - 0.0652967082731","0.06458041598 - 0.0653603513082"
"213","0.06525945425033569","0.00175428665488","0.000176312442695","0.0649667066298 - 0.0655522018709","0.0649096121128 - 0.0656092963879"
"214","0.06583930492401123","0.00194947479086","0.00019592958847","0.0655139851681 - 0.0661646246799","0.0654505381133 - 0.0662280717348"
"215","0.06809460878372192","0.00405649270537","0.000407692856622","0.0674176791702 - 0.0687715383972","0.0672856577066 - 0.0689035598608"
"216","0.07085920333862304","0.00352528988613","0.000354304964531","0.070270918509 - 0.0714474881683","0.070156185422 - 0.0715622212552"
"217","0.07264187097549439","0.0035916460834","0.000360974013285","0.0720425129163 - 0.0732412290347","0.0719256202193 - 0.0733581217317"
"218","0.069341881275177","0.00204080927754","0.000205109049766","0.0690013200229 - 0.0696824425274","0.0689349004217 - 0.0697488621286"
"219","0.07012605905532837","0.00209726472546","0.00021078303577","0.0697760767669 - 0.0704760413438","0.0697078197827 - 0.070544298328"
"220","0.07211778879165649","0.00583007871932","0.000585944957885","0.0711448909657 - 0.0730906866176","0.0709551468736 - 0.0732804307097"
"221","0.07212125778198242","0.00250143704758","0.000251403882531","0.0717038289988 - 0.0725386865651","0.0716224179366 - 0.0726200976274"
"222","0.0712372350692749","0.0020448249536","0.000205512640395","0.0708960036987 - 0.0715784664398","0.0708294534045 - 0.0716450167341"
"223","0.07264542579650879","0.00215918061475","0.00021700581678","0.0722851112575 - 0.0730057403355","0.0722148391763 - 0.0730760124167"
"224","0.07295857191085815","0.00169707806671","0.000170562763249","0.0726753710072 - 0.0732417728145","0.0726201383847 - 0.073297005437"
"225","0.07392010688781739","0.00225597143233","0.000226733659963","0.073543640324 - 0.0742965734516","0.0734702181162 - 0.0743699956594"
"226","0.07395861625671386","0.00261657888459","0.000262976072563","0.0735219731116 - 0.0743952594018","0.0734368146757 - 0.0744804178377"
"227","0.07284404993057252","0.00175831852567","0.000176717660957","0.0725506294892 - 0.0731374703719","0.0724934037521 - 0.0731946961091"
"228","0.07561802387237548","0.00282791760464","0.00028421641311","0.0751461134537 - 0.0760899342911","0.0750540768476 - 0.0761819708972"
"229","0.0748171591758728","0.00191126560971","0.000192089421277","0.0744982155996 - 0.0751361027521","0.07443601209 - 0.0751983062618"
"230","0.07449407815933227","0.00183666102856","0.000184591378752","0.0741875842666 - 0.0748005720521","0.0741278088165 - 0.0748603475022"
"231","0.07527930736541748","0.00181085565001","0.000181997840623","0.0749771197604 - 0.0755814949704","0.0749181841649 - 0.0756404305659"
"232","0.07591651439666748","0.00214642760176","0.000215724090749","0.0755583280243 - 0.0762747007691","0.075488470999 - 0.0763445577944"
"233","0.0767319416999817","0.00187739011663","0.00018868480612","0.0764186511166 - 0.0770452322833","0.0763575501092 - 0.0771063332908"
"234","0.08057245254516601","0.0051216355564","0.000514743741016","0.07971777659 - 0.0814271285004","0.0795510892886 - 0.0815938158018"
"235","0.07874581813812256","0.00313486702332","0.000315065990425","0.0782226853541 - 0.0792689509222","0.0781206588591 - 0.0793709774172"
"236","0.07954559087753296","0.00319875677361","0.00032148715193","0.0790117964537 - 0.0800793853014","0.078907690621 - 0.0801834911341"
"237","0.07998698234558105","0.00262714524701","0.000264038031942","0.0795485759325 - 0.0804253887587","0.0794630736068 - 0.0805108910844"
"238","0.08075658798217773","0.00274787714756","0.000276172044499","0.080298034362 - 0.0812151416024","0.08020860273 - 0.0813045732344"
"239","0.08100927591323853","0.00290729503645","0.000292194145174","0.0805241193388 - 0.0814944324877","0.0804294993373 - 0.0815890524892"
"240","0.08226743221282959","0.00340083814487","0.000341797093918","0.0816999153409 - 0.0828349490847","0.0815892326251 - 0.0829456318006"
"241","0.08324788808822632","0.00313686821291","0.000315267117546","0.0827244213545 - 0.083771354822","0.0826223297293 - 0.0838734464471"
"242","0.08311741590499878","0.002893604422","0.000290818186652","0.0826345439599 - 0.0836002878501","0.0825403695292 - 0.0836944622808"
"243","0.08427467584609985","0.00345963004316","0.000347705902018","0.0836973480415 - 0.0848520036507","0.0835847519012 - 0.084964599791"
"244","0.0846990156173706","0.00260960303908","0.000262274973709","0.0842635365706 - 0.0851344946642","0.0841786051686 - 0.0852194260662"
"245","0.08544549942016602","0.0028282205578","0.000284246861048","0.084973538446 - 0.0859174603944","0.0848814919801 - 0.0860095068603"
"246","0.0858382797241211","0.00290448860588","0.00029191208829","0.0853535914744 - 0.0863229679738","0.0852590628102 - 0.0864174966381"
"247","0.08608828544616699","0.00291366920068","0.000292834772784","0.0856020651793 - 0.0865745057131","0.085507237726 - 0.0866693331663"
"248","0.08774072885513305","0.00309027435661","0.000310584258792","0.0872250374986 - 0.0882564202116","0.087124462304 - 0.0883569954063"
"249","0.0877826976776123","0.00304323700809","0.000305856827392","0.0872748557064 - 0.0882905396488","0.087175811376 - 0.0883895839793"
"250","0.08928972721099854","0.00321677679052","0.000323298231772","0.0887529256862 - 0.0898265287358","0.0886482333791 - 0.0899312210429"
"251","0.0910227918624878","0.0029580744574","0.000297297669004","0.0905291614422 - 0.0915164222828","0.090432888788 - 0.091612694937"
"252","0.09202890634536744","0.00322797069414","0.000324423261416","0.0914902368313 - 0.0925675758594","0.0913851802106 - 0.0926726324801"
"253","0.09326709032058716","0.00305325329364","0.000306863501967","0.0927575768758 - 0.0937766037654","0.0926582065582 - 0.093875974083"
"254","0.09425985097885131","0.00314307314658","0.000315890736844","0.0937353487931 - 0.0947843531646","0.093633055224 - 0.0948866467337"
"255","0.09364752531051636","0.00376474236301","0.000378370843954","0.0930192817075 - 0.0942757689135","0.092896755468 - 0.094398295153"
"256","0.0932055139541626","0.00298730275231","0.00030023522317","0.0927070060449 - 0.0937040218634","0.0926097821349 - 0.0938012457734"
"257","0.09361797571182251","0.00331424487704","0.000333094143045","0.0930649091426 - 0.094171042281","0.0929570446667 - 0.0942789067569"
"258","0.09374755859375","0.0028876359373","0.000290218331369","0.093265682643 - 0.0942294345445","0.093171702461 - 0.0943234147265"
"259","0.09490453481674194","0.00306525502982","0.000308069721839","0.0943930185752 - 0.0954160510583","0.0942932576524 - 0.0955158119811"
"260","0.09519596815109253","0.00313601928643","0.000315181797224","0.0946726430825 - 0.0957192932197","0.0945705790862 - 0.095821357216"
"261","0.0890805697441101","0.0776509545213","0.00780421456848","0.0761225208951 - 0.102038618593","0.0735953149041 - 0.104565824584"
"262","0.09731276988983155","0.00323015195298","0.000324642486178","0.0967737363769 - 0.0978518034027","0.0966686087656 - 0.0979569310141"
"263","0.09787099123001099","0.00304152962783","0.00030568522922","0.0973634341789 - 0.0983785482811","0.0972644454164 - 0.0984775370437"
"264","0.09952929258346557","0.00348244916682","0.000349999310237","0.0989481568241 - 0.100110428343","0.0988348180191 - 0.100223767148"
"265","0.10176043510437012","0.00297408768747","0.000298907059181","0.101264132467 - 0.102256737742","0.101167338651 - 0.102353531558"
"266","0.10243516683578491","0.0034385013693","0.000345582390396","0.101861364891 - 0.10300896878","0.101749456399 - 0.103120877273"
"267","0.10292746543884278","0.00306965919908","0.000308512357503","0.102415214249 - 0.103439716629","0.102315309989 - 0.103539620888"
"268","0.10491053819656372","0.00555977208834","0.000558778119301","0.103982747949 - 0.105838328444","0.10380180118 - 0.106019275213"
"269","0.10480942726135253","0.00327520424425","0.000329170411817","0.104262875621 - 0.105355978902","0.10415628175 - 0.105462572772"
"270","0.10509781837463379","0.00392809530967","0.000394788432817","0.104442315152 - 0.105753321597","0.104314472474 - 0.105881164275"
"271","0.10395351886749267","0.00289759902354","0.000291219659212","0.103469980321 - 0.104437057414","0.103375675883 - 0.104531361852"
"272","0.10498800992965698","0.00306971133409","0.00030851759727","0.10447575004 - 0.10550026982","0.104375844083 - 0.105600175776"
"273","0.10894987821578979","0.00354877043827","0.000356664848813","0.108357675055 - 0.109542081376","0.108242177777 - 0.109657578655"
"274","0.10850593328475952","0.00360109321036","0.000361923485269","0.107904998731 - 0.109106867839","0.10778779857 - 0.109224067999"
"275","0.10926191091537475","0.00346893136804","0.000348640720342","0.108683030947 - 0.109840790884","0.108570132088 - 0.109953689743"
"276","0.11189944982528686","0.00369719338992","0.00037158191672","0.111282478497 - 0.112516421154","0.111162150687 - 0.112636748963"
"277","0.1102590560913086","0.00371719582574","0.000373592237159","0.109638746845 - 0.110879365338","0.109517768041 - 0.111000344141"
"278","0.11160069465637207","0.00380676252377","0.00038259402901","0.110965438914 - 0.112235950398","0.110841545098 - 0.112359844214"
"279","0.11095834732055664","0.00397730481607","0.000399734174297","0.110294632233 - 0.111622062408","0.110165187996 - 0.111751506645"
"280","0.1121138095855713","0.00358533596276","0.000360339822298","0.111515504531 - 0.11271211464","0.111398817202 - 0.112828801969"
"281","0.111909019947052","0.00351738727794","0.000353510722525","0.11132205387 - 0.112495986024","0.111207577979 - 0.112610461915"
"282","0.1179595422744751","0.00478516886695","0.000480927566369","0.117161014397 - 0.118758070152","0.117005277645 - 0.118913806904"
"283","0.11687725067138671","0.00352015557455","0.000353788946802","0.116289822633 - 0.11746467871","0.116175256646 - 0.117579244697"
"284","0.1169204568862915","0.00394246939657","0.000396233082906","0.11626255498 - 0.117578358793","0.116134244486 - 0.117706669286"
"285","0.11676740884780884","0.00483855642149","0.000486293217486","0.11595997189 - 0.117574845805","0.115802497602 - 0.117732320093"
"286","0.11939969539642334","0.00360405505778","0.000362221162135","0.118798266582 - 0.120001124211","0.118680970026 - 0.120118420767"
"287","0.1196811294555664","0.00378776320126","0.000380684525252","0.119049044237 - 0.120313214675","0.118925768767 - 0.120436490144"
"288","0.12043392419815063","0.00353234072167","0.000355013600165","0.119844462756 - 0.12102338564","0.119729500195 - 0.121138348202"
"289","0.12214854955673218","0.00376915822912","0.000378814655196","0.121519569053 - 0.12277753006","0.121396899096 - 0.122900200017"
"290","0.12270996570587159","0.00367041781388","0.000368890870075","0.122097462568 - 0.123322468844","0.121978006188 - 0.123441925224"
"291","0.12315072536468506","0.00399914720376","0.000401929416856","0.122483365316 - 0.123818085414","0.122353210202 - 0.123948240527"
"292","0.12420094728469849","0.00360712724617","0.000362529928685","0.123599005797 - 0.124802888772","0.123481609255 - 0.124920285315"
"293","0.12510535955429078","0.00392529325931","0.000394506816159","0.124450323926 - 0.125760395183","0.124322572442 - 0.125888146666"
"294","0.12308839797973632","0.00368393030192","0.000370248926221","0.122473639937 - 0.123703156022","0.122353743784 - 0.123823052175"
"295","0.12365904092788696","0.00333968316444","0.000335650787125","0.123101729329 - 0.124216352526","0.122993036946 - 0.124325044909"
"296","0.12371662616729737","0.00345647264839","0.000347388571904","0.123139825255 - 0.12429342708","0.123027331874 - 0.12440592046"
"297","0.12458324193954468","0.00322681681863","0.000324307292563","0.124044764979 - 0.1251217189","0.123939745912 - 0.125226737967"
"298","0.1255281710624695","0.00376266050142","0.000378161608991","0.124900274871 - 0.126156067254","0.124777816388 - 0.126278525737"
"299","0.1261095643043518","0.00362253142143","0.000364078106551","0.125505052236 - 0.126714076373","0.125387154354 - 0.126831974255"
"300","0.12737563848495484","0.00397248503864","0.000399249768438","0.1267127277 - 0.12803854927","0.126583440327 - 0.128167836643"
"301","0.1277132201194763","0.00384870256069","0.000386809161318","0.127070965609 - 0.12835547463","0.126945706825 - 0.128480733414"
"302","0.12927152395248412","0.00417619455697","0.000419723345363","0.128574619022 - 0.129968428883","0.128438701776 - 0.130104346129"
"303","0.12992828130722045","0.00377927743145","0.000379831673296","0.129297612156 - 0.130558950458","0.129174612862 - 0.130681949752"
"304","0.13050459146499635","0.0034135215671","0.000343071825814","0.12993495804 - 0.13107422489","0.129823862533 - 0.131185320397"
"305","0.13068255186080932","0.00363940962083","0.000365774429415","0.130075223233 - 0.131289880488","0.129956776038 - 0.131408327684"
"306","0.13221498012542723","0.00364325745009","0.000366161150807","0.131607009389 - 0.132822950862","0.131488436963 - 0.132941523288"
"307","0.13629185438156127","0.00640788471513","0.000644016645453","0.135222534839 - 0.137361173924","0.135013985637 - 0.137569723127"
"308","0.1339809513092041","0.00427811985273","0.00042996722302","0.133267037535 - 0.134694865084","0.133127803057 - 0.134834099562"
"309","0.13483640909194947","0.00447657517885","0.00044991273376","0.134089377968 - 0.135583440216","0.133943684619 - 0.135729133565"
"310","0.1353675627708435","0.003795785725","0.000381490819225","0.134734138789 - 0.136000986753","0.13461060222 - 0.136124523321"
"311","0.13658235788345338","0.00356859204531","0.000358656995277","0.13598684698 - 0.137177868786","0.135870704594 - 0.137294011173"
"312","0.13758083581924438","0.00409615284119","0.000411678850248","0.136897287897 - 0.138264383741","0.136763975666 - 0.138397695972"
"313","0.14002439975738526","0.00429284648183","0.000431447304935","0.139308028468 - 0.140740771047","0.139168314701 - 0.140880484814"
"314","0.13930721044540406","0.00383139996287","0.000385070184807","0.138667843316 - 0.139946577575","0.138543147657 - 0.140071273234"
"315","0.1399233841896057","0.00349281115823","0.000351040729558","0.139340519267 - 0.140506249112","0.139226843223 - 0.140619925156"
"316","0.14126798868179322","0.00391320311791","0.000393291711229","0.140614970603 - 0.141921006761","0.140487612601 - 0.142048364762"
"317","0.14159263610839845","0.00384074860274","0.000386009758466","0.140951708919 - 0.142233563297","0.140826709002 - 0.142358563215"
"318","0.14246690273284912","0.0033459298987","0.00033627860754","0.141908548707 - 0.143025256759","0.141799653019 - 0.143134152446"
"319","0.1434265375137329","0.00391299681885","0.000393270977393","0.142773553861 - 0.144079521167","0.142646202574 - 0.144206872454"
"320","0.14495259046554565","0.00406801647778","0.000408851039327","0.144273737816 - 0.145631443115","0.144141341303 - 0.145763839628"
"321","0.14876387119293213","0.00432278304508","0.000434456042747","0.148042504222 - 0.149485238164","0.147901816148 - 0.149625926238"
"322","0.15018151044845582","0.00472023811788","0.00047440178055","0.149393817928 - 0.150969202969","0.149240194394 - 0.151122826503"
"323","0.1475441575050354","0.00394255826658","0.000396242014677","0.146886240768 - 0.148202074242","0.146757927383 - 0.148330387627"
"324","0.14907734632492065","0.00381447064834","0.000383368724677","0.148440804285 - 0.149713888365","0.148316659603 - 0.149838033047"
"325","0.1489823603630066","0.00408596559315","0.000410654993296","0.148300512444 - 0.149664208282","0.148167531764 - 0.149797188962"
"326","0.14980677366256714","0.00500085137461","0.000502604473998","0.148972253639 - 0.150641293686","0.148809497345 - 0.15080404998"
"327","0.15094785928726195","0.00399042978191","0.000401053282996","0.150281953963 - 0.151613764611","0.150152082565 - 0.15174363601"
"328","0.15239901781082155","0.00457424637428","0.000459729058246","0.151635687748 - 0.153162347873","0.15148681562 - 0.153311220001"
"329","0.15267263412475585","0.00378085361815","0.00037999008602","0.152041701947 - 0.153303566303","0.151918651355 - 0.153426616895"
"330","0.15408259630203247","0.00363855362507","0.000365688398604","0.153475410519 - 0.154689782085","0.153356991183 - 0.154808201422"
"331","0.15507197856903077","0.00401747907531","0.00040377183927","0.154401559378 - 0.15574239776","0.154270807641 - 0.155873149497"
"332","0.1556298875808716","0.00400803299826","0.000402822472805","0.15496104471 - 0.156298730452","0.154830600402 - 0.15642917476"
"333","0.16100384235382081","0.00785591248435","0.000789548912013","0.159692882323 - 0.162314802385","0.159437206019 - 0.162570478689"
"334","0.15817917108535767","0.0047689276213","0.000479295259765","0.157383353475 - 0.158974988696","0.157228145306 - 0.159130196865"
"335","0.15883245229721069","0.00418516028762","0.000420624435198","0.158134051205 - 0.159530853389","0.157997842163 - 0.159667062432"
"336","0.15993306398391724","0.00423934549837","0.000426070253781","0.159225620703 - 0.160640507265","0.159087648164 - 0.160778479804"
"337","0.16087827920913697","0.00426021179346","0.000428167395344","0.160167353853 - 0.161589204566","0.160028702205 - 0.161727856213"
"338","0.1612425446510315","0.00400291872418","0.000402308468921","0.160574555227 - 0.161910534075","0.160444277367 - 0.162040811935"
"339","0.1625848078727722","0.00413694272586","0.000415778387905","0.161894453115 - 0.163275162631","0.161759813347 - 0.163409802398"
"340","0.16412119388580323","0.00515234340657","0.00051782999608","0.16326139354 - 0.164980994232","0.16309370683 - 0.165148680942"
"341","0.16467456340789796","0.00507347886906","0.000509903811832","0.163827923628 - 0.165521203187","0.163662803621 - 0.165686323195"
"342","0.16549702644348144","0.00444019557322","0.000446256445823","0.164756066188 - 0.166237986699","0.164611556839 - 0.166382496048"
"343","0.16673953533172609","0.00461512950224","0.000463837967207","0.165969382873 - 0.16750968779","0.165819180174 - 0.167659890489"
"344","0.1673077654838562","0.0043691738061","0.000439118489657","0.166578657027 - 0.168036873941","0.166436459133 - 0.168179071835"
"345","0.1679386591911316","0.004209799179","0.000423100736954","0.167236146469 - 0.168641171913","0.167099135537 - 0.168778182846"
"346","0.16983332395553588","0.00414157940037","0.000416244391227","0.16914219545 - 0.170524452461","0.169007404778 - 0.170659243133"
"347","0.17113489627838135","0.00467659601415","0.000470015584091","0.170354486559 - 0.171915305997","0.170202283389 - 0.172067509168"
"348","0.17241234064102173","0.00498502179665","0.000501013541552","0.171580462188 - 0.173244219094","0.171418221079 - 0.173406460203"
"349","0.1727755832672119","0.00422051761153","0.000424177979956","0.172071281901 - 0.173479884634","0.171933922129 - 0.173617244405"
"350","0.17404186725616455","0.00420554722396","0.000422673399393","0.173340064082 - 0.17474367043","0.173203191532 - 0.17488054298"
"351","0.17523247718811036","0.00439870136309","0.000442086120794","0.174498441303 - 0.175966513073","0.174355282413 - 0.176109671963"
"352","0.1754491925239563","0.00418196473155","0.000420303269729","0.174751324692 - 0.176147060356","0.174615219651 - 0.176283165397"
"353","0.1763516902923584","0.00425570854453","0.000427714801797","0.175641516418 - 0.177061864167","0.175503011332 - 0.177200369252"
"354","0.18077330112457277","0.00729662444494","0.000733338349091","0.179555672615 - 0.181990929634","0.179318198741 - 0.182228403508"
"355","0.1875576615333557","0.0101624636597","0.00102136602742","0.185861794414 - 0.189253528652","0.185531049748 - 0.189584273319"
"356","0.18031131029129027","0.00494495918269","0.000496987097351","0.17948611731 - 0.181136503272","0.179325180068 - 0.181297440515"
"357","0.1810489273071289","0.00440173449061","0.000442390961579","0.180314385267 - 0.181783469347","0.180171127662 - 0.181926726952"
"358","0.1808890652656555","0.00405121284379","0.000407162210567","0.180213016732 - 0.181565113799","0.180081167105 - 0.181696963426"
"359","0.1859084439277649","0.00701914728586","0.000705450845316","0.184737119583 - 0.187079768272","0.184508676402 - 0.187308211453"
"360","0.188423113822937","0.00640517097463","0.000643743904271","0.187354247138 - 0.189491980508","0.187145786256 - 0.18970044139"
"361","0.18513824701309203","0.00437942946965","0.000440149222625","0.184407427137 - 0.18586906689","0.184264895464 - 0.186011598562"
"362","0.18595357418060302","0.0046220474887","0.000464533251006","0.185182267279 - 0.186724881082","0.185031839429 - 0.186875308932"
"363","0.18675445079803465","0.00446332170335","0.000448580709353","0.186009631355 - 0.187499270241","0.18586436935 - 0.187644532246"
"364","0.19638988256454468","0.00963220410949","0.000968072937433","0.194782502821 - 0.197997262308","0.194469015832 - 0.198310749297"
"365","0.18905305624008178","0.00520337304057","0.000522958667267","0.188184740294 - 0.189921372186","0.188015392788 - 0.190090719693"
"366","0.1891472601890564","0.00429428685348","0.000431592067732","0.188430648537 - 0.189863871841","0.188290887892 - 0.190003632486"
"367","0.19050713539123534","0.00472515476313","0.000474895921989","0.189718622402 - 0.19129564838","0.189564838853 - 0.19144943193"
"368","0.19156018495559693","0.00447405269677","0.000449659214772","0.190813574772 - 0.192306795139","0.190667963519 - 0.192452406392"
"369","0.19266741275787352","0.00450753960769","0.000453024775951","0.191915214426 - 0.193419611089","0.191768513318 - 0.193566312198"
"370","0.1936145806312561","0.00462315335277","0.000464644394527","0.192843089188 - 0.194386072075","0.192692625347 - 0.194536535915"
"371","0.19462273597717286","0.00488200309621","0.000490659772591","0.19380804883 - 0.195437423124","0.193649160539 - 0.195596311415"
"372","0.19963715314865113","0.0081525873117","0.000819365854046","0.198276685331 - 0.200997620966","0.198011353532 - 0.201262952766"
"373","0.19731799125671387","0.0051414078601","0.000516730932307","0.196460015787 - 0.198175966727","0.196292684981 - 0.198343297532"
"374","0.19691415309906005","0.00447691540581","0.000449946927856","0.196167065199 - 0.197661240999","0.196021360778 - 0.197806945421"
"375","0.19839236736297608","0.00471466116256","0.000473841275451","0.1976056055 - 0.199179129226","0.197452163472 - 0.199332571254"
"376","0.20017314195632935","0.00471107668838","0.000473481022241","0.199386978254 - 0.200959305658","0.199233652886 - 0.201112631027"
"377","0.2000600790977478","0.00422032244917","0.0004241583654","0.199355810299 - 0.200764347896","0.199218456879 - 0.200901701316"
"378","0.2021302127838135","0.00472290014671","0.000474669324514","0.201342076035 - 0.202918349532","0.201188365864 - 0.203072059704"
"379","0.2027837085723877","0.00491308095696","0.000493783215117","0.201963835289 - 0.203603581856","0.201803935547 - 0.203763481598"
"380","0.20409825086593628","0.00407117491622","0.000409168474334","0.20341887115 - 0.204777630582","0.203286371843 - 0.204910129889"
"381","0.20524314641952515","0.00455866681419","0.000458163253543","0.204482416205 - 0.206003876634","0.204334051125 - 0.206152241714"
"382","0.20626879453659058","0.0046986476106","0.000472231852923","0.205484704944 - 0.207052884129","0.205331784089 - 0.207205804984"
"383","0.20639870882034303","0.0044442960397","0.00044666855821","0.205657064297 - 0.207140353344","0.205512421495 - 0.207284996145"
"384","0.20743968725204467","0.0046115901346","0.000463482247375","0.206670125428 - 0.208209249077","0.20652003792 - 0.208359336584"
"385","0.2098313570022583","0.00525448862388","0.000528095976685","0.208954511113 - 0.210708202891","0.208783500013 - 0.210879213991"
"386","0.21265159606933592","0.00901273039884","0.000905813486957","0.211147591367 - 0.214155600772","0.210854265594 - 0.214448926545"
"387","0.21579349040985107","0.00701873236373","0.000705409144074","0.214622235306 - 0.216964745514","0.214393805628 - 0.217193175191"
"388","0.21650029182434083","0.00537545578261","0.000540253633578","0.215603259469 - 0.21739732418","0.215428311406 - 0.217572272242"
"389","0.21891538858413695","0.00613508688454","0.000616599431886","0.217891592341 - 0.219939184828","0.217691921539 - 0.220138855629"
"390","0.22014224529266357","0.00700189431605","0.000703716856608","0.218973800048 - 0.221310690538","0.218745918377 - 0.221538572209"
"391","0.22194851636886598","0.00617233971647","0.000620343482368","0.220918503537 - 0.222978529201","0.220717620315 - 0.223179412422"
"392","0.2195400905609131","0.00503152176248","0.00050568696396","0.218700452398 - 0.220379728724","0.218536697915 - 0.220543483207"
"393","0.2204652523994446","0.0059162223313","0.000594602716644","0.219477979307 - 0.221452525491","0.21928543161 - 0.221645073189"
"394","0.22186658143997193","0.00510237591433","0.000512808074157","0.221015119449 - 0.222718043431","0.220849058966 - 0.222884103914"
"395","0.22727644443511963","0.00931887274362","0.000936581950293","0.225721352048 - 0.228831536822","0.225418062653 - 0.229134826217"
"396","0.22933602809906006","0.00931276952041","0.000935968553281","0.227781954191 - 0.230890102007","0.22747886343 - 0.231193192769"
"397","0.22377755403518676","0.00672103743207","0.0006754896777","0.222655976948 - 0.224899131122","0.222437235966 - 0.225117872104"
"398","0.23512672185897826","0.0127016517673","0.00127656403424","0.233007126226 - 0.237246317491","0.232593741863 - 0.237659701855"
"399","0.2459522771835327","0.0177015111663","0.00177906881094","0.242998327064 - 0.248906227303","0.242422218691 - 0.249482335676"
"400","0.24565858364105225","0.00853221450225","0.000857519822266","0.244234765312 - 0.24708240197","0.243957078273 - 0.247360089009"
"401","0.2502918219566345","0.0206105335336","0.00207143655939","0.246852427013 - 0.2537312169","0.246181642422 - 0.254402001492"
"402","0.2504800987243652","0.01194578621","0.00120059668741","0.248486638603 - 0.252473558846","0.248097854425 - 0.252862343023"
"403","0.23837143421173096","0.00865406313043","0.000869766070172","0.236927282321 - 0.239815586102","0.236645629631 - 0.240097238792"
"404","0.2510634660720825","0.00959257097187","0.000964089657229","0.249462700132 - 0.252664232013","0.249150503031 - 0.252976429113"
"405","0.2550232911109924","0.0117653398665","0.00118246114752","0.253059943079 - 0.256986639143","0.252677031658 - 0.257369550564"
"406","0.2646921396255493","0.00591062266017","0.00059403992852","0.263705800982 - 0.265678478269","0.26351343553 - 0.265870843722"
"407","0.2555385112762451","0.00861194055631","0.000865532592186","0.254101388615 - 0.256975633938","0.253821106835 - 0.257255915718"
"408","0.257595865726471","0.0155109297823","0.0015589070981","0.255007470168 - 0.260184261285","0.254502655837 - 0.260689075616"
"409","0.2578741431236267","0.0125737918425","0.00126371362829","0.255775884191 - 0.259972402056","0.255366661121 - 0.260381625127"
"410","0.2538634490966797","0.0170949345365","0.00171810556586","0.25101072181 - 0.256716176383","0.250454354908 - 0.257272543285"
"411","0.2757575011253357","0.0253382856028","0.00254659352046","0.271529159766 - 0.279985842485","0.270704507093 - 0.280810495157"
"412","0.2698249983787537","0.0242051394427","0.00243270804635","0.265785751453 - 0.273864245304","0.264997977835 - 0.274652018922"
"413","0.2695076322555542","0.00872032642947","0.000876425782302","0.268052422638 - 0.270962841873","0.267768613362 - 0.27124665115"
"414","0.28573835372924805","0.0402874871741","0.00404904480918","0.279015355538 - 0.292461351921","0.277704170381 - 0.293772537077"
"415","0.2763091611862183","0.0160119272036","0.00160925923348","0.273637161387 - 0.278981160985","0.273116041736 - 0.279502280637"
"416","0.31326722383499145","0.0575167554315","0.00578065142197","0.303669081338 - 0.322865366332","0.301797157293 - 0.324737290377"
"417","0.29003583192825316","0.0227997691185","0.00229146301433","0.286231107005 - 0.293840556852","0.285489072171 - 0.294582591685"
"418","0.2788915824890137","0.00826758931989","0.000830923990753","0.277511923643 - 0.280271241335","0.277242849021 - 0.280540315957"
"419","0.2794025731086731","0.00927757766538","0.000932431638772","0.277854371862 - 0.280950774355","0.277552426445 - 0.281252719772"
"420","0.2734899926185608","0.0111699189928","0.00112261909812","0.271626005796 - 0.275353979441","0.271262472774 - 0.275717512463"
"421","0.2644845747947693","0.00729087481616","0.000732760489656","0.263267905758 - 0.265701243831","0.26303061901 - 0.26593853058"
"422","0.26506876945495605","0.00829396970705","0.00083357531942","0.263684708367 - 0.266452830543","0.263414775176 - 0.266722763734"
"423","0.2616507911682129","0.00580863156553","0.000583789437827","0.260681472349 - 0.262620109988","0.26049242627 - 0.262809156067"
"424","0.26386705636978147","0.00796741964466","0.000800755803292","0.262537488516 - 0.265196624224","0.262278183131 - 0.265455929609"
"425","0.2617302918434143","0.0062190117045","0.000625034193656","0.260692490596 - 0.262768093091","0.260490088401 - 0.262970495286"
"426","0.26167460918426516","0.00545794476804","0.000548544088548","0.260763811431 - 0.262585406938","0.260586178705 - 0.262763039663"
"427","0.2676358103752136","0.0118298368349","0.00118894333674","0.265661699374 - 0.269609921377","0.265276688852 - 0.269994931898"
"428","0.2669201350212097","0.00753266852484","0.000757061671728","0.265663116517 - 0.268177153525","0.265417960419 - 0.268422309624"
"429","0.2673552703857422","0.00575039142394","0.000577936083361","0.266395670424 - 0.268314870347","0.266208519812 - 0.268502020959"
"430","0.2674696850776672","0.00718735481822","0.000722356338399","0.266270291002 - 0.268669079153","0.266036373386 - 0.268902996769"
"431","0.26648339986801145","0.00389227580036","0.000391188436678","0.265833874047 - 0.267132925689","0.265707197141 - 0.267259602595"
"432","0.26913405418395997","0.00499792779605","0.000502310643297","0.268300022034 - 0.269968086334","0.268137360891 - 0.270130747477"
"433","0.26952348232269285","0.0058791765762","0.000590879478167","0.268542391263 - 0.270504573383","0.268351049246 - 0.2706959154"
"434","0.2764079213142395","0.011465728681","0.00115234909039","0.274494571076 - 0.278321271553","0.274121410715 - 0.278694431913"
